cat.5077.jpg,0
cat.2718.jpg,0
cat.3406.jpg,0
dog.1753.jpg,1
cat.4369.jpg,0
dog.5535.jpg,1
cat.1211.jpg,0
dog.3144.jpg,1
dog.775.jpg,1
cat.6218.jpg,0
dog.3622.jpg,1
cat.1577.jpg,0
dog.5253.jpg,1
cat.952.jpg,0
dog.1035.jpg,1
cat.3360.jpg,0
cat.5711.jpg,0
cat.946.jpg,0
cat.3374.jpg,0
dog.1021.jpg,1
cat.5705.jpg,0
dog.4159.jpg,1
cat.1563.jpg,0
dog.3636.jpg,1
dog.2528.jpg,1
dog.5247.jpg,1
dog.5521.jpg,1
dog.761.jpg,1
dog.3150.jpg,1
cat.1205.jpg,0
cat.5063.jpg,0
dog.1747.jpg,1
cat.3412.jpg,0
dog.6028.jpg,1
dog.991.jpg,1
dog.5509.jpg,1
dog.2266.jpg,1
dog.3178.jpg,1
dog.749.jpg,1
dog.4617.jpg,1
cat.2724.jpg,0
dog.6000.jpg,1
cat.4355.jpg,0
cat.4433.jpg,0
dog.1009.jpg,1
cat.2042.jpg,0
cat.6224.jpg,0
dog.4171.jpg,1
dog.2500.jpg,1
dog.4165.jpg,1
cat.6230.jpg,0
dog.2514.jpg,1
cat.4427.jpg,0
cat.3348.jpg,0
cat.2056.jpg,0
cat.5739.jpg,0
cat.2730.jpg,0
cat.4341.jpg,0
dog.6014.jpg,1
dog.985.jpg,1
dog.2272.jpg,1
cat.1239.jpg,0
dog.4603.jpg,1
dog.3187.jpg,1
cat.6.jpg,0
dog.4830.jpg,1
dog.2299.jpg,1
dog.1790.jpg,1
cat.2903.jpg,0
dog.1948.jpg,1
cat.749.jpg,0
cat.991.jpg,0
dog.5290.jpg,1
dog.3839.jpg,1
dog.5284.jpg,1
cat.985.jpg,0
dog.1784.jpg,1
cat.2917.jpg,0
dog.3193.jpg,1
dog.4824.jpg,1
cat.4396.jpg,0
cat.5088.jpg,0
dog.1974.jpg,1
dog.952.jpg,1
dog.3805.jpg,1
cat.1588.jpg,0
cat.2081.jpg,0
cat.775.jpg,0
cat.5936.jpg,0
cat.761.jpg,0
cat.2095.jpg,0
cat.5922.jpg,0
dog.3811.jpg,1
dog.946.jpg,1
dog.4818.jpg,1
cat.4382.jpg,0
dog.1960.jpg,1
cat.5513.jpg,0
cat.588.jpg,0
cat.3162.jpg,0
dog.1237.jpg,1
dog.5051.jpg,1
cat.1775.jpg,0
dog.3420.jpg,1
dog.211.jpg,1
dog.4429.jpg,1
dog.3346.jpg,1
dog.577.jpg,1
cat.1013.jpg,0
dog.2058.jpg,1
dog.5737.jpg,1
dog.1551.jpg,1
cat.3604.jpg,0
cat.5275.jpg,0
cat.3610.jpg,0
dog.1545.jpg,1
cat.5261.jpg,0
cat.1007.jpg,0
dog.563.jpg,1
dog.3352.jpg,1
dog.5723.jpg,1
dog.5045.jpg,1
dog.205.jpg,1
dog.3434.jpg,1
cat.1761.jpg,0
cat.5507.jpg,0
cat.2268.jpg,0
dog.1223.jpg,1
cat.3176.jpg,0
cat.4619.jpg,0
cat.1991.jpg,0
dog.2702.jpg,1
cat.1749.jpg,0
dog.4373.jpg,1
cat.6026.jpg,0
cat.2240.jpg,0
cat.4631.jpg,0
cat.4157.jpg,0
dog.6202.jpg,1
cat.3638.jpg,0
cat.2526.jpg,0
cat.5249.jpg,0
dog.4415.jpg,1
dog.2064.jpg,1
dog.4401.jpg,1
dog.2070.jpg,1
dog.6216.jpg,1
cat.4143.jpg,0
dog.1579.jpg,1
cat.2532.jpg,0
cat.2254.jpg,0
cat.4625.jpg,0
dog.5079.jpg,1
cat.1985.jpg,0
dog.2716.jpg,1
dog.239.jpg,1
dog.3408.jpg,1
cat.6032.jpg,0
dog.4367.jpg,1
dog.2925.jpg,1
dog.5092.jpg,1
cat.4816.jpg,0
dog.1592.jpg,1
dog.3385.jpg,1
dog.3391.jpg,1
dog.5938.jpg,1
cat.239.jpg,0
dog.1586.jpg,1
cat.4802.jpg,0
dog.2931.jpg,1
dog.4398.jpg,1
dog.5086.jpg,1
cat.2283.jpg,0
cat.577.jpg,0
dog.2919.jpg,1
cat.1952.jpg,0
dog.5910.jpg,1
dog.588.jpg,1
cat.211.jpg,0
cat.3823.jpg,0
cat.4194.jpg,0
cat.205.jpg,0
cat.3837.jpg,0
cat.4180.jpg,0
dog.5904.jpg,1
cat.1946.jpg,0
cat.3189.jpg,0
cat.563.jpg,0
cat.2297.jpg,0
cat.4779.jpg,0
dog.1343.jpg,1
cat.3016.jpg,0
cat.2308.jpg,0
cat.5467.jpg,0
dog.2892.jpg,1
dog.365.jpg,1
dog.3554.jpg,1
cat.1601.jpg,0
dog.5125.jpg,1
dog.5643.jpg,1
cat.1167.jpg,0
dog.403.jpg,1
dog.3232.jpg,1
cat.5301.jpg,0
cat.3770.jpg,0
dog.1425.jpg,1
cat.5315.jpg,0
dog.1431.jpg,1
cat.3764.jpg,0
dog.5657.jpg,1
dog.2138.jpg,1
dog.3226.jpg,1
dog.417.jpg,1
cat.1173.jpg,0
dog.4549.jpg,1
dog.2886.jpg,1
